Id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,AVG_BILL,AVG_PAY,QUOTA,AVG_REPAY
6039,60000,2,2,2,31,2,0,0,0,2,2,19921,20993,21736,23172,22661,24087,1700,1400,1800,0,1800,0,0,22095,1117,0.050539337708,1.000000000000
6040,360000,2,1,2,31,-1,-1,-1,-1,-1,-1,1041,5792,1358,5209,697,-4,5821,1367,5220,700,0,934,0,2349,2340,0.996381182147,0.000000000000
6041,200000,1,1,1,34,2,2,2,2,2,2,170487,174258,175905,178528,175581,180145,8000,6000,7000,0,7500,6000,1,175817,5750,0.032704397746,2.000000000000
6042,140000,2,1,1,37,0,0,0,0,0,0,37625,38023,39577,39465,45180,44213,1657,2211,1459,6398,1729,1633,0,40681,2515,0.061810941360,0.000000000000
6043,20000,1,1,2,25,0,0,0,0,0,0,15848,16883,17839,18040,18414,16213,1595,1551,752,773,772,354,0,17206,966,0.056152348480,0.000000000000
6044,20000,2,1,2,27,0,0,0,0,-1,-1,14088,8842,6653,2946,1186,416,1111,1009,7,1190,416,831,0,5689,761,0.133720078521,0.000000000000
6045,80000,2,3,1,54,0,0,0,0,0,0,76752,77528,68966,63972,50072,51239,3768,3009,2009,1818,2000,6000,0,64755,3101,0.047883169596,0.000000000000
6046,50000,1,3,1,36,1,3,2,5,4,3,21031,20411,23766,23114,22173,21521,0,4000,0,0,0,1250,1,22003,875,0.039767906920,3.000000000000
6047,360000,2,2,2,30,1,2,2,-1,-1,-2,7102,6922,1861,1457,-129,-2629,1893,0,1457,2500,326,0,0,2431,1029,0.423477783873,0.833333333333
6048,420000,2,2,2,25,-1,2,0,0,0,-2,2804,2615,3392,4392,-796,-796,0,1000,1000,0,0,20500,0,1935,3750,1.937817586771,0.333333333333
6049,30000,1,3,2,45,0,0,0,0,0,0,28185,28296,23455,24179,24289,24649,1377,1370,1294,1015,900,913,0,25509,1145,0.044879878212,0.000000000000
6050,60000,1,2,1,36,1,2,0,0,0,0,36544,37357,38067,38823,39638,40424,1700,1632,1388,1439,1445,1500,0,38476,1517,0.039436351271,0.500000000000
6051,160000,2,2,1,31,0,0,0,0,0,0,135320,146230,76660,79825,82951,85168,5000,10000,5000,5000,4000,4000,0,101026,5500,0.054441610548,0.000000000000
6052,170000,2,1,1,44,-2,-2,-2,-2,-2,-1,10309,4944,28144,1883,27938,14832,4944,28144,1883,27938,14832,0,0,14675,12957,0.882918796139,0.000000000000
6053,20000,1,3,1,52,1,2,0,0,0,-2,20838,20212,20148,19845,0,0,0,1200,397,0,0,0,1,13507,266,0.019705588391,0.500000000000
6054,290000,2,1,1,45,-2,-2,-2,-2,-2,-2,1092,1335,1222,1513,2661,2436,1335,1222,1513,2661,2436,37015,0,1710,7697,4.501608343893,0.000000000000
6055,340000,2,2,2,52,-2,-2,-2,-2,-2,-2,3375,3267,-2,498,11466,412,3283,0,500,11523,414,15055,0,3169,5129,1.618374000841,0.000000000000
6056,60000,1,1,2,31,1,-2,-2,-1,0,-1,0,-880,-2640,1760,880,3110,0,0,4400,0,3110,0,1,372,1252,3.367713004484,0.166666666667
6057,230000,2,3,2,54,0,0,0,0,0,0,66108,45000,33477,34914,36352,37745,6840,3000,2000,2000,2000,2000,0,42266,2973,0.070348112746,0.000000000000
6058,30000,2,5,1,53,0,0,0,0,0,0,28191,27166,17769,18107,18541,4770,1600,1300,1000,1200,2000,1000,0,19091,1350,0.070715183685,0.000000000000
6059,500000,1,2,1,31,0,0,0,0,0,0,39291,29122,26639,22828,21293,17544,1700,1174,1007,1013,1018,264,0,26120,1029,0.039408615530,0.000000000000
6060,120000,2,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000,0.166666666667
6061,70000,2,2,2,25,0,0,0,0,0,0,63745,55670,47413,44590,45890,47126,2294,2100,1600,2000,2000,1750,1,50739,1957,0.038576505909,0.000000000000
6062,70000,1,1,2,30,0,0,0,0,2,0,68971,69872,66932,69043,70252,55732,2700,3100,3900,2500,2500,2500,1,66800,2867,0.042913957515,0.333333333333
6063,340000,2,2,1,42,-1,-1,-1,-1,-1,-1,14087,11007,16971,10734,9200,23818,11013,17025,10734,9200,23818,46291,0,14303,19680,1.375962804573,0.000000000000
6064,210000,1,1,2,28,-1,-1,-1,-1,-1,-1,1832,1074,1002,711,420,1572,1074,1002,711,420,1572,0,0,1102,797,0.722886098926,0.000000000000
6065,80000,2,2,2,57,-1,-1,-1,-2,-2,-2,3072,2856,0,0,0,0,2856,0,0,0,0,0,0,988,476,0.481781376518,0.000000000000
6066,120000,2,2,2,43,-1,-1,-1,-1,-1,-1,316,71316,316,316,2766,1996,71316,316,316,2766,1996,2054,0,12838,13127,1.022563809623,0.000000000000
6067,20000,1,1,2,22,0,0,0,0,0,0,14720,15432,16252,14877,9487,-5910,3880,1200,298,5390,4000,9666,0,10810,4072,0.376730704000,0.000000000000
6068,20000,2,2,1,26,0,0,0,0,0,0,73404,75132,77264,74319,9968,10769,2600,2500,2000,1000,1000,1000,0,53476,1683,0.031478295559,0.000000000000
6069,100000,2,2,2,32,0,0,0,0,0,0,54933,56151,56677,58237,59643,63275,2700,2055,2500,2500,4800,2500,0,58153,2843,0.048879959646,0.000000000000
6070,110000,2,2,2,24,0,0,0,0,0,0,49782,50858,51780,53647,53308,54366,1878,1800,2647,1892,1901,1728,0,52290,1974,0.037757258376,0.000000000000
6071,60000,1,1,2,27,0,0,0,0,0,0,57753,59186,59001,27971,28619,29213,2960,1628,1002,1100,1100,922,1,43624,1452,0.033284557753,0.000000000000
6072,260000,2,2,1,53,0,0,0,0,0,0,222134,223345,225258,189500,182771,188876,10020,10007,10017,10003,10007,10036,0,205314,10015,0.048778943472,0.000000000000
6073,110000,2,1,2,35,-1,2,-1,0,0,-1,549,179,1166,790,806,1729,0,1166,0,446,1729,0,0,870,557,0.640160950374,0.333333333333
6074,170000,2,1,1,35,1,-1,-1,-2,-2,-2,0,3209,0,0,0,0,3209,0,0,0,0,0,1,535,535,1.000000000000,0.166666666667
6075,320000,2,1,1,34,-1,-1,-1,-1,-1,-1,800,18873,-150,150,21565,4818,18873,0,500,21565,5000,168492,1,7676,35738,4.655853743269,0.000000000000
6076,10000,2,2,1,53,0,0,0,-2,-2,-2,9269,10400,0,0,0,0,1400,0,0,0,0,0,1,3278,233,0.071177995831,0.000000000000
6077,50000,1,2,2,26,1,5,4,8,7,6,48481,47426,56623,55815,55033,53625,0,10000,0,0,0,0,0,52834,1667,0.031545442788,5.166666666667
6078,170000,2,1,2,32,1,-2,-2,-2,-1,-1,0,0,0,0,500,500,0,0,0,500,500,500,1,167,250,1.500000000000,0.166666666667
6079,120000,2,1,1,51,0,0,0,0,0,2,120290,116082,118405,99081,106300,104433,6000,6000,4000,9000,0,5000,0,110765,5000,0.045140545087,0.333333333333
6080,30000,2,3,1,47,1,2,0,0,0,0,32724,29279,27149,14930,14400,0,0,1500,797,680,0,0,0,19747,496,0.025126179504,0.500000000000
6081,50000,2,1,2,27,2,2,2,2,2,2,45722,46694,47617,48542,49630,50047,2000,2000,2000,2000,1700,2000,1,48042,1950,0.040589484201,2.000000000000
6082,30000,2,2,1,44,0,-1,-1,-1,-1,-2,4180,390,0,780,0,0,390,0,780,0,0,0,0,892,195,0.218691588785,0.000000000000
6083,50000,1,2,1,36,0,0,0,0,0,0,47606,48653,50144,47838,48914,50442,1815,2306,2000,2000,2500,1700,0,48933,2054,0.041965687660,0.000000000000
6084,50000,1,3,0,50,0,0,0,-1,-1,-1,45771,23343,0,3400,2769,0,2266,0,3400,2769,1700,0,0,12547,1689,0.134625347024,0.000000000000
6085,500000,2,2,2,28,0,0,0,0,0,0,215459,201715,141177,130352,126422,113148,7412,4721,3854,3622,3433,3201,0,154712,4374,0.028270778101,0.000000000000
6086,240000,2,3,2,50,0,0,0,0,0,0,223045,218120,221051,191997,196221,200058,9490,8163,6753,7197,7176,5265,0,208415,7341,0.035221336882,0.000000000000
6087,50000,1,2,2,23,0,0,-1,-1,-2,-2,30101,0,780,0,0,0,434,780,0,0,0,0,0,5147,202,0.039312198439,0.000000000000
6088,50000,2,2,1,30,2,0,0,-2,-2,-2,6425,4580,0,0,0,0,1050,0,0,0,0,0,1,1834,175,0.095411176738,0.333333333333
6089,220000,1,1,2,38,0,0,0,0,0,0,197600,201708,121499,124409,68319,0,8200,5100,5400,3300,0,0,0,118923,3667,0.030832404858,0.000000000000
6090,20000,1,3,2,56,0,0,0,0,0,0,15552,16596,17609,17329,17850,18046,1300,1300,700,800,602,600,0,17164,884,0.051484725486,0.000000000000
6091,130000,2,1,1,37,2,2,2,2,2,2,41795,43914,44396,45365,46093,47185,3100,1500,2000,1600,2000,2000,1,44791,2033,0.045395686666,2.000000000000
6092,140000,1,3,1,45,2,2,2,2,2,2,78663,76839,80561,83643,82183,90823,0,5000,5000,0,10000,0,1,82119,3333,0.040591664096,2.000000000000
6093,290000,2,1,1,39,1,-1,-1,0,0,-1,1358,2586,11101,21101,2833,4820,2613,11101,10000,2839,4826,1352,0,7300,5455,0.747300166670,0.166666666667
6094,180000,2,2,2,34,0,0,0,0,0,0,181385,170946,171079,126724,125786,127419,8194,8500,4600,5000,4600,5000,1,150557,5982,0.039734806092,0.000000000000
6095,200000,2,3,1,57,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000000000000,0.166666666667
6096,110000,1,1,1,32,2,2,2,2,2,2,95686,98374,99562,100532,102779,100966,5100,3700,3500,4000,0,10060,1,99650,4393,0.044087713811,2.000000000000
6097,50000,1,3,2,28,0,0,0,0,0,0,17141,18361,19214,15519,15129,13747,1500,1211,516,520,622,5000,0,16519,1562,0.094530375034,0.000000000000
6098,380000,1,1,1,46,2,2,2,2,2,2,88069,90418,88327,92492,94617,96579,4400,0,6300,3500,3400,0,1,91750,2933,0.031970819361,2.000000000000
6099,480000,1,2,1,39,0,0,0,0,0,0,428927,436425,300134,315067,321825,328781,15000,30000,20000,12000,12500,12200,0,355193,16950,0.047720512641,0.000000000000
6100,380000,1,1,1,50,0,0,0,0,0,0,211463,201613,191343,184267,172328,230031,10000,10000,10000,20000,95000,50000,0,198508,32500,0.163721773737,0.000000000000
6101,340000,2,1,1,42,0,0,0,0,0,0,221587,216472,218817,223329,226176,230921,8409,8500,8500,8500,8500,8500,0,222884,8485,0.038068439290,0.000000000000
6102,30000,2,2,2,22,0,0,-1,-1,2,2,17358,-36,23114,24727,24192,25905,0,23150,2000,0,2119,0,0,19210,4545,0.236586847128,0.666666666667
6103,200000,1,3,1,29,-1,-1,-1,-1,-1,-1,15456,46620,22935,8335,971,4278,46722,22985,8346,971,4296,21767,0,16433,17515,1.065845123992,0.000000000000
6104,360000,2,1,2,30,0,0,0,0,0,0,40514,31871,27793,19409,18093,10800,1800,2025,3000,2000,1000,2000,0,24747,1971,0.079640355603,0.000000000000
6105,160000,1,1,1,49,-1,-1,2,-1,-1,-1,316,632,316,316,316,316,632,0,316,316,316,316,1,369,316,0.857142857143,0.333333333333
6106,60000,1,2,2,30,0,0,0,0,0,0,39264,41622,42627,43914,45053,46303,3000,2000,2000,2000,2000,2000,0,43131,2167,0.050235139093,0.000000000000
6107,80000,2,3,1,53,-1,2,-1,-1,-1,-1,780,390,390,390,390,1320,0,390,390,390,1320,0,0,610,415,0.680327868852,0.333333333333
6108,100000,2,2,1,38,2,2,0,0,0,0,50721,49635,50509,51666,52834,54955,0,2000,2000,2000,3000,3000,1,51720,2000,0.038669760247,0.666666666667
6109,330000,1,1,1,37,-2,-2,-2,-1,-1,-1,18807,15865,34284,2780,20247,1806,2087,10054,2840,21101,1814,1861,1,15632,6626,0.423898324963,0.000000000000
6110,500000,2,1,2,44,-2,-2,-2,-2,-2,-2,0,5218,3981,0,3672,7617,5218,3981,0,3672,7617,2691,0,3415,3863,1.131345177665,0.000000000000
6111,420000,2,1,1,39,0,0,0,0,0,0,304964,312224,315822,275393,278745,244543,14000,11230,10000,8091,6965,6362,0,288615,9441,0.032712533587,0.000000000000
6112,110000,2,2,2,23,0,0,0,0,0,0,34486,43872,45140,46885,48129,49327,10000,2000,2500,2000,2000,2000,0,44640,3417,0.076538517542,0.000000000000
6113,130000,2,3,1,46,0,0,0,0,0,0,17505,18529,19545,20217,20890,21541,1312,1328,1000,1000,1000,799,1,19705,1073,0.054463024521,0.000000000000
6114,50000,2,2,2,26,-1,-1,-1,-2,-1,3,528,378,-150,-678,2057,1206,378,0,0,3263,0,0,0,557,607,1.089793475007,0.500000000000
6115,260000,1,2,1,43,0,0,0,0,0,0,99523,76712,55185,82040,60867,59005,3514,3049,58312,3018,3020,1511,0,72222,12071,0.167132821947,0.000000000000
6116,240000,1,2,1,54,0,0,2,0,0,0,16135,249258,243589,204754,201426,198736,234000,30,7046,7023,10005,8014,0,185650,44353,0.238906973529,0.333333333333
6117,130000,2,2,2,29,0,0,2,0,0,2,88345,94597,92077,93272,96298,95745,8600,0,3500,7100,3600,2900,0,93389,4283,0.045865501647,0.666666666667
6118,150000,2,1,2,28,-2,-2,-2,-2,-2,-2,9625,2099,5306,8240,1686,149,2099,5306,8240,1686,149,1760,0,4518,3207,0.709832134293,0.000000000000
6119,200000,1,1,2,30,-2,-1,0,0,0,2,-1883,9208,103360,77818,26276,3235,15143,100057,292,10019,16,810,0,36336,21056,0.579490307962,0.333333333333
6120,80000,2,2,1,34,1,2,2,2,2,2,46461,47526,46466,48183,49057,51091,2100,0,2800,1800,3000,0,1,48131,1617,0.033589118511,1.833333333333
6121,70000,2,3,1,35,3,2,2,2,0,0,69852,67531,28650,27590,27850,28085,0,2708,0,1010,1013,2000,1,41593,1122,0.026971685941,1.500000000000
6122,50000,1,1,2,27,1,-2,-1,2,2,2,0,0,71,71,3871,3612,0,71,0,3800,0,0,1,1271,645,0.507672131148,1.166666666667
6123,120000,1,1,1,51,0,0,0,0,0,0,117446,117781,122030,114294,114144,116894,4400,8002,4200,4200,8000,4000,0,117098,5467,0.046687323599,0.000000000000
6124,220000,1,2,1,41,-1,-1,-1,-1,-1,-1,8840,1369,5924,1759,1824,7022,6643,5924,1759,1824,7022,2515,0,4456,4281,0.960692647169,0.000000000000
6125,440000,1,1,2,33,-1,2,-1,2,-1,3,1137,343,812,168,2653,2203,0,1300,0,2777,0,0,1,1219,680,0.557271733188,1.166666666667
6126,50000,1,2,1,49,-1,-1,-1,-1,0,-1,1261,1261,1261,480,390,540,1261,1261,480,300,540,780,0,866,770,0.890044290391,0.000000000000
6127,210000,1,2,2,32,0,0,2,0,0,0,155913,165227,161427,164860,187329,186079,13000,0,5666,24886,6282,6494,0,170139,9388,0.055178358892,0.333333333333
6128,490000,2,2,2,34,0,-1,-1,0,0,-1,13955,10859,57426,35554,15858,23033,52280,57428,1068,3000,23033,20225,0,26114,26172,1.002227398921,0.000000000000
6129,160000,1,1,2,30,-1,-1,-1,-1,-1,-1,4180,7781,1256,14160,6180,2000,7781,1276,14160,6180,2000,290,0,5926,5281,0.891160671598,0.000000000000
6130,330000,2,2,1,45,0,0,0,0,0,0,123813,127050,135631,138036,141330,144529,5100,10600,5000,5000,5000,5000,0,135065,5950,0.044052917796,0.000000000000
6131,20000,1,2,2,34,0,0,2,0,0,0,17650,18740,18373,18768,19315,20836,2500,1000,1000,1000,2000,0,0,18947,1250,0.065973505040,0.333333333333
6132,120000,2,2,2,37,0,0,0,0,0,0,93822,96916,99051,99927,101541,103379,4848,4877,3625,3600,3751,3900,0,99106,4100,0.041371528128,0.000000000000
6133,360000,2,1,2,30,-2,-2,-2,-2,-2,-2,-28,-28,1072,1980,10780,2036,0,1100,2025,10819,2110,5600,0,2635,3609,1.369466228181,0.000000000000
6134,70000,2,2,2,34,0,0,0,0,0,0,62694,63995,66446,67786,69686,70500,1818,3000,1903,2458,1900,0,0,66851,1847,0.027621058720,0.000000000000
6135,30000,1,2,2,25,2,2,4,3,2,2,18941,24602,23921,23259,22369,23408,6000,0,0,0,1800,0,1,22750,1300,0.057142857143,2.500000000000
6136,20000,2,3,3,56,-1,2,-1,-1,0,-1,190,2946,1473,780,390,1738,1473,1473,780,0,1766,0,1,1253,915,0.730610615937,0.333333333333
6137,70000,2,3,2,55,0,0,0,0,0,0,69997,41409,31450,29592,29703,19582,1700,3018,3338,3000,717,595,0,36956,2061,0.055778797022,0.000000000000
6138,270000,1,2,1,51,0,0,0,0,0,-1,32108,32784,29891,24531,19391,8850,15000,10000,10000,10000,8850,22123,0,24593,12662,0.514879197587,0.000000000000
6139,30000,1,2,1,35,0,0,0,0,0,0,25989,27100,27868,28430,29077,29540,1533,1301,863,947,836,915,0,28001,1066,0.038064569891,0.000000000000
6140,410000,2,1,1,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000000000000,0.000000000000
6141,30000,2,2,2,31,0,0,0,0,0,2,30589,31547,28734,27551,28836,11718,1488,1400,1300,3000,0,500,0,26496,1281,0.048359805001,0.333333333333
6142,110000,1,2,1,32,0,0,0,0,-2,-2,56573,26953,28190,-18,-18,-18,2000,2000,0,0,0,0,0,18610,667,0.035822392578,0.000000000000
6143,20000,1,2,2,24,0,0,0,0,0,0,17850,15528,13597,14088,13723,16318,2019,2000,1003,1000,3000,2000,0,15184,1837,0.120982613277,0.000000000000
6144,500000,1,3,1,55,-2,-2,-2,-2,-2,-2,735,-5,-5,1012,500,0,0,0,1017,500,0,1059,0,373,429,1.151542244077,0.000000000000
6145,240000,2,2,2,32,0,0,0,0,0,0,308013,190907,192181,189877,188205,182325,7000,6615,6401,6503,6393,6051,0,208585,6494,0.031132841340,0.000000000000
6146,50000,1,1,2,24,0,0,0,0,0,0,42058,35340,22110,19837,19855,20151,1367,1606,692,709,721,692,0,26559,965,0.036316057006,0.000000000000
6147,130000,1,1,2,27,0,0,0,0,0,0,32464,33805,34810,35194,35951,36703,1867,1872,1256,1500,1500,1500,0,34821,1583,0.045446495666,0.000000000000
6148,50000,2,3,1,51,0,0,0,0,0,0,50448,34741,21312,17398,17773,17368,2017,2130,500,2000,2000,2000,1,26507,1775,0.066945422535,0.000000000000
6149,260000,2,1,2,25,-1,-1,0,0,0,-1,359,7822,13926,15393,22746,2946,9188,13907,3015,10413,2960,3820,0,10532,7217,0.685260792505,0.000000000000
6150,100000,1,2,1,35,-1,-1,-1,-1,-1,-1,1131,291,291,291,291,502,291,291,291,291,502,80,0,466,291,0.624240257419,0.000000000000
6151,30000,2,3,1,47,2,2,0,0,2,0,25280,24589,26160,29927,29336,29820,0,2000,4200,0,1100,1100,1,27519,1400,0.050874557876,1.000000000000
6152,60000,1,1,2,26,-1,-1,2,-1,0,-1,440,880,440,880,440,1681,880,0,880,0,1681,811,0,794,709,0.893089687041,0.333333333333
6153,60000,2,2,1,24,3,2,2,2,0,0,33866,33041,35284,31602,32221,30208,0,2900,0,1200,1409,1115,1,32704,1104,0.033757682625,1.500000000000
6154,350000,2,2,3,44,2,2,-2,-2,-2,-1,52949,-4577,-4577,-2699,-2699,297301,3682,0,1878,0,300000,0,0,55950,50927,0.910222878897,0.666666666667
6155,460000,1,1,1,39,2,2,5,5,5,5,2495,2495,2495,2495,2495,2495,0,0,0,0,0,0,1,2495,0,0.000000000000,4.000000000000
6156,170000,2,2,1,35,-1,-1,0,-1,-1,-1,10316,2798,4543,3229,2062,0,2798,4022,3229,2062,0,0,1,3825,2019,0.527758410319,0.000000000000
6157,260000,1,2,1,31,0,0,0,0,-2,-2,12695,9277,7065,0,0,0,4005,4150,0,0,0,0,0,4840,1359,0.280848572511,0.000000000000
6158,480000,1,1,1,37,0,0,0,0,0,2,470317,469673,450172,371819,390178,383822,18507,19307,13534,28001,14,11568,0,422664,15155,0.035856341195,0.333333333333
6159,260000,2,1,1,38,0,0,0,0,0,0,256359,208852,192782,189886,196398,194568,10027,10107,20000,10000,10000,10000,0,206474,11689,0.056612409139,0.000000000000
6160,160000,2,1,2,25,0,0,0,0,0,0,76038,64399,52532,39455,26505,13302,2791,3000,1286,890,497,267,0,45372,1455,0.032072027065,0.000000000000
6161,280000,2,1,2,29,-1,-1,-1,-1,-1,-1,768,786,1379,1885,143,1250,788,1383,1890,143,1253,316,0,1035,962,0.929479954919,0.000000000000
6162,290000,2,3,1,29,0,0,0,0,0,0,161623,166345,167924,170227,164584,161912,11200,6000,6000,6000,6700,5000,0,165436,6817,0.041204293709,0.000000000000
6163,230000,2,3,1,40,-1,-1,-1,-1,-1,-1,1856,32254,4805,1600,4712,3466,32254,4819,1600,4712,3466,3199,0,8116,8342,1.027868482123,0.000000000000
6164,120000,2,2,1,31,0,0,0,0,2,2,46736,75853,79570,106523,108614,107519,30000,5000,30000,3900,4000,3800,1,87469,12783,0.146146737422,0.666666666667
6165,80000,1,2,1,34,1,2,2,0,0,0,64575,65961,64308,65047,66504,74360,3000,0,2400,2500,9000,0,0,66793,2817,0.042170403364,0.833333333333
6166,100000,1,2,2,26,-1,2,-1,0,-1,-1,214,107,214,107,107,38362,0,214,0,107,38362,1600,1,6519,6714,1.029965994222,0.333333333333
6167,180000,2,2,2,23,0,0,0,0,0,2,178239,178856,177754,178191,183051,179546,7969,6379,6319,10671,3000,5400,1,179273,6623,0.036943690111,0.333333333333
6168,500000,2,2,1,47,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,1,396,396,1.000000000000,0.000000000000
6169,360000,2,2,2,46,-1,-1,-1,-1,-1,-1,4000,311,913,465,157,4247,311,920,465,157,4247,157,0,1682,1043,0.619934608144,0.000000000000
6170,220000,1,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000000000000,0.166666666667
6171,310000,1,1,1,47,-2,-2,-2,-2,-2,-2,960,1863,2667,0,2654,0,1869,2681,0,2654,0,2397,0,1357,1600,1.178904715128,0.000000000000
6172,160000,2,2,2,23,0,0,0,-1,-1,-2,21905,22473,21380,283,0,-17149,1373,1000,283,0,0,20261,0,8149,3820,0.468726990101,0.000000000000
6173,20000,1,3,2,44,4,3,2,0,0,2,12480,12001,11516,11436,12553,12501,0,0,408,1300,300,0,1,12081,335,0.027701518893,1.833333333333
6174,60000,1,1,2,24,-1,-1,-1,-2,-1,-1,390,780,0,0,371,18239,780,0,0,371,18239,650,1,3297,3340,1.013144590495,0.000000000000
6175,50000,1,2,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000,0.166666666667
6176,450000,1,1,2,31,-1,-1,-1,2,-1,0,757,1422,2469,1562,20030,9248,1422,2000,0,20030,1000,1000,0,5915,4242,0.717200180343,0.333333333333
6177,180000,1,2,2,26,0,0,0,0,0,0,171041,111580,71902,10045,10484,10816,5000,3340,500,1000,1000,416,0,64311,1876,0.029170597199,0.000000000000
6178,140000,1,3,2,30,2,2,2,2,2,0,145627,145339,136223,113942,109652,109118,6005,210,7903,0,4183,4213,0,126650,3752,0.029627543588,1.666666666667
6179,40000,2,2,2,33,1,2,2,0,0,-1,21576,23242,21057,20746,20613,867,3000,0,1000,1062,1600,1542,0,18017,1367,0.075891989898,0.833333333333
6180,80000,1,2,2,26,0,0,0,0,0,2,24906,26242,27360,27480,29642,28779,2000,1800,1100,3000,0,1000,0,27402,1483,0.054133289540,0.333333333333
6181,240000,2,3,2,35,-1,-1,-2,-2,-2,-2,4215,0,0,0,0,0,0,0,0,0,0,0,0,703,0,0.000000000000,0.000000000000
6182,80000,1,2,2,33,0,0,0,0,0,-1,69963,64081,62582,47595,44724,44287,5000,2012,2000,3000,44287,3000,0,55539,9883,0.177951097134,0.000000000000
6183,360000,2,3,1,45,0,0,0,0,0,-1,167370,183070,190369,185069,195069,27004,20000,16000,5000,20000,30000,10000,0,157992,16833,0.106545591492,0.000000000000
6184,300000,2,2,1,31,-1,-1,-1,-1,-1,-1,3862,-3,6367,570,3749,127,0,6370,570,3749,1217,60959,0,2445,12144,4.966262268266,0.000000000000
6185,320000,1,1,1,37,-1,-1,-2,-2,-2,-1,14515,0,0,0,0,13439,0,0,0,0,13439,0,1,4659,2240,0.480754096015,0.000000000000
6186,220000,2,1,1,26,0,0,0,0,0,0,52593,65221,73395,81697,57517,58920,15000,10000,10000,5000,1776,10000,0,64891,8629,0.132982999566,0.000000000000
6187,90000,2,2,1,32,1,-1,-1,-1,-1,-1,0,323,0,2520,1651,0,323,0,2520,1651,0,0,0,749,749,1.000000000000,0.166666666667
6188,130000,2,2,2,33,0,0,-1,-1,-1,-1,7547,3773,4329,8638,2279,-1,1011,4345,9261,2285,0,338,0,4428,2873,0.648974214192,0.000000000000
6189,160000,1,2,1,37,2,-1,-1,-1,-1,-1,833,833,833,833,833,833,833,833,833,833,833,833,1,833,833,1.000000000000,0.333333333333
6190,280000,1,1,1,38,-2,-2,-2,-2,-2,-1,101259,7224,11169,2300,0,10551,7259,11055,2311,0,10551,15000,1,22084,7696,0.348490222863,0.000000000000
6191,310000,2,2,2,38,-1,-1,-1,-1,0,0,1276,3666,2779,3140,1831,5347,3666,2787,3140,0,5347,1420,0,3007,2727,0.906923887133,0.000000000000
6192,130000,1,2,2,29,0,0,0,-2,-2,-2,30857,43333,0,0,0,0,13333,0,0,0,0,0,0,12365,2222,0.179714247203,0.000000000000
6193,30000,1,2,1,39,1,2,0,0,0,0,30559,26457,27469,28013,28614,29636,129,1456,1000,1050,1500,1505,0,28458,1107,0.038887717572,0.500000000000
6194,240000,1,1,1,29,-1,-1,-1,-2,-1,-1,17882,367,-4661,-23,4638,2500,403,4838,4638,4661,2500,0,0,3451,2840,0.823069120417,0.000000000000
6195,70000,1,1,2,31,0,0,0,0,0,0,52440,55961,63341,64694,67905,59383,5000,10000,3000,5000,3000,2900,0,60621,4817,0.079455851140,0.000000000000
6196,110000,2,1,2,28,1,-1,-1,-1,0,0,-100,200,400,46952,48455,47324,500,400,46952,3000,3000,2000,1,23872,9309,0.389943517814,0.166666666667
6197,20000,2,3,1,23,1,2,2,-2,-2,-2,14428,14310,0,0,0,0,480,0,0,0,0,0,1,4790,80,0.016702623704,0.833333333333
6198,210000,2,1,2,30,-1,-1,-1,-1,0,0,7056,2881,1166,13740,6813,2144,3033,1172,13940,0,0,0,0,5633,3024,0.536834319527,0.000000000000
6199,20000,2,2,2,21,0,0,0,0,0,0,20040,17850,13560,11748,10632,10019,1499,1099,333,2000,2000,800,0,13975,1289,0.092201457382,0.000000000000
6200,80000,1,3,1,59,0,0,0,0,0,0,71720,73024,74297,33412,30070,30254,3234,3075,1126,1091,1074,1028,0,52130,1771,0.033979480588,0.000000000000
6201,170000,2,1,2,34,0,0,0,0,0,0,55623,49216,46239,36300,29350,28164,2253,1888,1200,3782,1160,976,0,40815,1877,0.045975368734,0.000000000000
6202,110000,1,2,1,30,0,0,-1,2,2,2,26000,9000,63853,59308,60576,42784,1500,63853,1500,2062,0,7222,0,43587,12690,0.291131496132,1.000000000000
6203,10000,2,1,2,27,0,0,0,2,2,0,8128,8470,10255,9389,8345,8572,1400,2500,500,0,500,2000,0,8860,1150,0.129799281401,0.666666666667
6204,220000,1,1,1,39,0,0,0,0,0,0,38647,27796,12372,4610,3668,-809,2017,3000,1000,0,0,3000,0,14381,1503,0.104503731862,0.000000000000
6205,50000,1,1,2,33,0,0,0,0,0,0,21171,22698,14125,18025,9063,10747,2028,2000,4000,2000,2000,2000,0,15972,2338,0.146385749617,0.000000000000
